"","Gene.Description","Gene.Accession.Number","index","num_cor","a_num_cor","cat_cor","a_cat_cor","tot_cor"
"7099","Nkat2b mRNA","L41268_f_at",7099,0.0499422227021615,0.0499422227021615,0.104933364622559,0.104933364622559,0.154875587324721
"5879","Olfactory Receptor Or17-201","HG4113-HT4383_s_at",5879,0.0499153525083609,0.0499153525083609,0.104933364622559,0.104933364622559,0.15484871713092
"2520","GB DEF = Pancreatic ribonuclease [human; mRNA Recombinant Partial; 491 nt]","S79281_at",2520,-0.0497915973987868,0.0497915973987868,0.104933364622559,0.104933364622559,0.154724962021346
"6738","MICROTUBULE-ASSOCIATED PROTEIN TAU","X14474_at",6738,0.0848999460198306,0.0848999460198306,-0.0697384349400942,0.0697384349400942,0.154638380959925
"3328","BRCA2 region; mRNA sequence CG005","U50535_at",3328,0.0496830807594404,0.0496830807594404,-0.104933364622559,0.104933364622559,0.154616445382
"2701","PINCH protein mRNA","U09284_at",2701,0.151737903739414,0.151737903739414,0.00275069076799468,0.00275069076799468,0.154488594507409
"748","KIAA0267 gene; partial cds","D87743_at",748,-0.00279175937754021,0.00279175937754021,0.151515151515152,0.151515151515152,0.154306910892692
"329","GB DEF = Annexin II; 5'UTR (sequence from the 5'cap to the start codon)","D28364_at",329,-0.100513680889234,0.100513680889234,-0.0536020168138246,0.0536020168138246,0.154115697703059
"3919","Casein kinase I gamma 2 mRNA","U89896_at",3919,0.144342767945176,0.144342767945176,0.00921316654704637,0.00921316654704637,0.153555934492223
"2101","PHOSPHATIDYLINOSITOL 3-KINASE REGULATORY ALPHA SUBUNIT","M61906_at",2101,0.0362624604021275,0.0362624604021275,-0.117254411780241,0.117254411780241,0.153516872182369
"5238","GB DEF = Galectin-9 isoform","AB006782_at",5238,-0.123548966202735,0.123548966202735,-0.0298540717013266,0.0298540717013266,0.153403037904061
"7026","GB DEF = Endogenous retroviral H protease/integrase-derived ORF1 mRNA; and putative envelope protein mRNA; partial cds","U88898_at",7026,0.0483800230176987,0.0483800230176987,0.104933364622559,0.104933364622559,0.153313387640258
"4657","GB DEF = Nov gene","X80923_at",4657,-0.060246348354629,0.060246348354629,-0.092879334181905,0.092879334181905,0.153125682536534
"2849","Alpha(1;2)fucosyltransferase","U17894_at",2849,-0.108897888673027,0.108897888673027,0.0441162636769162,0.0441162636769162,0.153014152349943
"5605","GB DEF = Inducible nitric oxide synthase gene; promoter and exon 1","D29675_at",5605,0.0476997099137561,0.0476997099137561,0.104933364622559,0.104933364622559,0.152633074536315
"1555","Transcription factor SL1 mRNA","L39059_at",1555,0.149878597474066,0.149878597474066,0.00275069076799468,0.00275069076799468,0.152629288242061
"4974","RABAPTIN-5 protein","Y08613_at",4974,0.0473823207601,0.0473823207601,0.104933364622559,0.104933364622559,0.152315685382659
"5635","RING3 PROTEIN","D42040_s_at",5635,0.0017684750209393,0.0017684750209393,-0.150445155641407,0.150445155641407,0.152213630662346
"1981","FACTOR VIII INTRON 22 PROTEIN","M34677_at",1981,0.011530261175212,0.011530261175212,0.140678703321702,0.140678703321702,0.152208964496914
"78","GLIA MATURATION FACTOR BETA","AB001106_at",78,0.0753106871637962,0.0753106871637962,-0.07679425377272,0.07679425377272,0.152104940936516
"3963","Clone 121711 defective mariner transposon Hsmar2 mRNA sequence","U92014_at",3963,-0.0426295816660996,0.0426295816660996,0.109414658648296,0.109414658648296,0.152044240314395
"3146","E2 ubiquitin conjugating enzyme UbcH5B (UBCH5B) mRNA","U39317_at",3146,0.0470620244070424,0.0470620244070424,-0.104933364622559,0.104933364622559,0.151995389029602
"788","Bone Morphogenetic Protein 3","HG1071-HT1071_at",788,-0.0346438756756607,0.0346438756756607,0.117254411780241,0.117254411780241,0.151898287455902
"5894","Tumor Necrosis Factor Receptor 2 Associated Protein Trap3","HG4683-HT5108_s_at",5894,-0.123504616494468,0.123504616494468,-0.0283137328576459,0.0283137328576459,0.151818349352114
"77","GB DEF = DNA for H4 histone","AB000905_at",77,0.0660270355686868,0.0660270355686868,0.0857910391674137,0.0857910391674137,0.1518180747361
"1878","GNAI1 Alternative guanine nucleotide-binding regulatory protein (G) alpha-inhibitory-subunit","M27543_at",1878,0.106466280530852,0.106466280530852,0.0449466574975495,0.0449466574975495,0.151412938028401
"749","Platelet-activating factor acetylhydrolase 2","D87845_at",749,-0.0731162267692325,0.0731162267692325,0.0779929531466662,0.0779929531466662,0.151109179915899
"3210","CRTL1 Cartilage linking protein 1","U43328_at",3210,0.0461451877122223,0.0461451877122223,0.104933364622559,0.104933364622559,0.151078552334782
"5275","Insulin-Like Growth Factor 2","HG3543-HT3739_at",5275,-0.0020543301740383,0.0020543301740383,0.148911207900093,0.148911207900093,0.150965538074131
"2774","Oxidoreductase (HHCMA56) mRNA","U13395_at",2774,-0.127015672237999,0.127015672237999,0.0239114049929405,0.0239114049929405,0.150927077230939
"3130","DLG3 Homolog 3 of Drosophila large discs","U37707_at",3130,-0.109083097892678,0.109083097892678,-0.0417972181007016,0.0417972181007016,0.150880315993379
"6905","DAZ Deleted in azoospermia","U66077_at",6905,-0.120949991652624,0.120949991652624,-0.0298540717013266,0.0298540717013266,0.15080406335395
"5303","DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1","L11284_at",5303,0.0681708131745203,0.0681708131745203,-0.0826093790456135,0.0826093790456135,0.150780192220134
"1363","GB DEF = Translation initiation factor eIF-2 gamma subunit mRNA","L19161_at",1363,0.128746014784529,0.128746014784529,0.0219502857781834,0.0219502857781834,0.150696300562712
"6337","AHCY S-adenosylhomocysteine hydrolase","M61832_s_at",6337,-0.0532742961907853,0.0532742961907853,0.0973844245780239,0.0973844245780239,0.150658720768809
"557","GB DEF = RasGTPase activating protein; partial cds","D78156_at",557,-0.0903186310439692,0.0903186310439692,0.060213553287874,0.060213553287874,0.150532184331843
"2996","Gps2 (GPS2) mRNA","U28963_at",2996,0.0966542836195305,0.0966542836195305,0.0538756819862697,0.0538756819862697,0.1505299656058
"5747","Proto-Oncogene Ets-1; Alt. Splice 2","HG2358-HT4858_s_at",5747,-7.77606906458116e-05,7.77606906458116e-05,0.150445155641407,0.150445155641407,0.150522916332052
"2058","TNFAIP1 Tumor necrosis factor alpha inducible protein A20","M59465_at",2058,-0.0408534087641392,0.0408534087641392,0.109414658648296,0.109414658648296,0.150268067412435
"2173","IL12B Natural killer cell stimulatory factor (IL12B)","M65290_at",2173,-0.045284046077538,0.045284046077538,0.104933364622559,0.104933364622559,0.150217410700097
"2369","Methylmalonate semialdehyde dehydrogenase gene","M93405_at",2369,-0.13497166843965,0.13497166843965,0.0149201807247676,0.0149201807247676,0.149891849164418
"5412","SNT1 Syntrophin; alpha (dystrophin-associated protein A1; 59kD; acidic component)","U40571_at",5412,0.00733248037164901,0.00733248037164901,0.142329992930728,0.142329992930728,0.149662473302377
"4765","PPP5C Protein phosphatase 5; catalytic subunit","X89416_at",4765,0.0312991299480864,0.0312991299480864,0.117807570362525,0.117807570362525,0.149106700310611
"3035","Fragile X mental retardation syndrome related protein (FXR2) mRNA","U31501_at",3035,0.0936512745718916,0.0936512745718916,0.0554039929850513,0.0554039929850513,0.149055267556943
"3726","Hepatocyte nuclear factor 6 (HNF-6) mRNA; partial cds","U77975_at",3726,-0.0524441635333409,0.0524441635333409,-0.0961964532598302,0.0961964532598302,0.148640616793171
"2429","KERATIN; TYPE II CYTOSKELETAL 2 ORAL","M99063_at",2429,0.0615719025267582,0.0615719025267582,0.0867411659501911,0.0867411659501911,0.148313068476949
"3982","WD repeat protein HAN11 mRNA","U94747_at",3982,-0.11827175516726,0.11827175516726,0.0298540717013266,0.0298540717013266,0.148125826868586
"1664","STAT4 Signal transducer and activator of transcription 4","L78440_at",1664,-0.0343819610009595,0.0343819610009595,0.113708905210069,0.113708905210069,0.148090866211029
"5202","Herpesvirus associated ubiquitin-specific protease (HAUSP)","Z72499_at",5202,0.0200861737791163,0.0200861737791163,0.127937164663057,0.127937164663057,0.148023338442173
"3498","Tubulin-folding cofactor C mRNA","U61234_at",3498,-0.0158136820360916,0.0158136820360916,0.132206428220567,0.132206428220567,0.148020110256659
"5253","KIAA0072 gene; partial cds","D31889_at",5253,0.0430287569874006,0.0430287569874006,0.104933364622559,0.104933364622559,0.14796212160996
"3991","362G6.2 gene extracted from Human chromosome 16p13.1 BAC clone CIT987SK-362G6 complete sequence","U95740_rna2_at",3991,0.0385399077668679,0.0385399077668679,-0.109414658648296,0.109414658648296,0.147954566415164
"2107","IGFBP6 Insulin-like growth factor binding protein 6","M62402_at",2107,0.00529224002877023,0.00529224002877023,0.142329992930728,0.142329992930728,0.147622232959498
"2437","KERATIN; TYPE II CYTOSKELETAL 2 EPIDERMAL","S43646_at",2437,-0.131047877214902,0.131047877214902,0.0165684766230713,0.0165684766230713,0.147616353837973
"6155","INSR Insulin receptor","M10051_s_at",6155,-0.0426245876328795,0.0426245876328795,0.104933364622559,0.104933364622559,0.147557952255439
"2596","FKHR Homolog 1 of Drosophila forkhead (rhabdomyosarcoma)","U02310_at",2596,0.0693262460021037,0.0693262460021037,-0.0781002162660463,0.0781002162660463,0.14742646226815
"4553","MMP13 Matrix metalloproteinase 13 (collagenase 3)","X75308_at",4553,-0.0705417993703125,0.0705417993703125,0.07679425377272,0.07679425377272,0.147336053143033
"6380","RETINOIC ACID RECEPTOR RXR-BETA","M84820_s_at",6380,-0.00441822183898295,0.00441822183898295,0.142329992930728,0.142329992930728,0.146748214769711
"2368","Pancreatic lipase related protein 2 (PLRP2) mRNA","M93284_at",2368,-0.131051784916663,0.131051784916663,0.0156108115483525,0.0156108115483525,0.146662596465016
"3798","Reelin (RELN) mRNA","U79716_at",3798,-0.141223959140741,0.141223959140741,0.00520854527389512,0.00520854527389512,0.146432504414636
"2777","LDHC Lactate dehydrogenase C","U13680_at",2777,0.0901437216753292,0.0901437216753292,0.0561468488803629,0.0561468488803629,0.146290570555692
"2360","LTR mRNA; 3' end of coding region and 3' flank","M92449_at",2360,0.117699374565589,0.117699374565589,-0.0283137328576459,0.0283137328576459,0.146013107423235
"3586","SWI/SNF complex 60 KDa subunit (BAF60b) mRNA","U66618_at",3586,0.106204169820691,0.106204169820691,-0.0397046373092246,0.0397046373092246,0.145908807129915
"4895","Myosin-I beta","X98507_at",4895,-0.0440355417055642,0.0440355417055642,-0.101775558415803,0.101775558415803,0.145811100121367
"4060","CALPAIN 1; LARGE","X04366_at",4060,0.115950788556519,0.115950788556519,-0.0298540717013266,0.0298540717013266,0.145804860257846
"2008","Slow twitch skeletal muscle/cardiac muscle troponin C gene","M37984_rna1_at",2008,0.0690606936327887,0.0690606936327887,0.076584692932988,0.076584692932988,0.145645386565777
"5844","Fibroblast Growth Factor Receptor K-Sam; Alt. Splice 3; K-Sam Iii","HG3432-HT3620_s_at",5844,-0.040625230615794,0.040625230615794,0.104933364622559,0.104933364622559,0.145558595238353
"6056","CAMP phosphodiesterase mRNA; 3' end","U67932_s_at",6056,0.0673967218043201,0.0673967218043201,0.0781002162660463,0.0781002162660463,0.145496938070366
"6619","Rit mRNA","U71203_s_at",6619,-0.0964495246313321,0.0964495246313321,-0.0489848731028706,0.0489848731028706,0.145434397734203
"1895","GRANZYME B PRECURSOR","M28879_at",1895,-0.0963557310525735,0.0963557310525735,0.0489922445291334,0.0489922445291334,0.145347975581707
"619","Clone N9 Rep-8 mRNA","D83767_at",619,0.11545406249884,0.11545406249884,0.0298540717013266,0.0298540717013266,0.145308134200166
"6834","(clone 14VS) metallothionein-IG (MT1G) gene","J03910_rna1_at",6834,0.00264721705677917,0.00264721705677917,0.142329992930728,0.142329992930728,0.144977209987507
"4884","GB DEF = UV-B repressed sequence; HUR 8","X98206_at",4884,0.142141547812563,0.142141547812563,0.00275069076799468,0.00275069076799468,0.144892238580558
"807","Spermidine/Spermine N1-Acetyltransferase; Alt. Splice 2","HG172-HT3924_at",807,-0.0398006822203991,0.0398006822203991,0.104933364622559,0.104933364622559,0.144734046842959
"1001","Ribosomal Protein L18a Homolog","HG4390-HT4660_at",1001,-0.103979635147836,0.103979635147836,0.0406121124583441,0.0406121124583441,0.14459174760618
"1502","GLCLR Glutamate-cysteine ligase (gamma-glutamylcysteine synthetase); regulatory (30.8kD)","L35546_at",1502,-0.12187985035214,0.12187985035214,-0.0226925859286668,0.0226925859286668,0.144572436280807
"3945","Clone 23652 mRNA sequence","U90911_at",3945,0.102693698256856,0.102693698256856,0.0418765756358005,0.0418765756358005,0.144570273892656
"3044","Interleukin 11 receptor isoform (incomplete)","U32324_at",3044,0.129285569946321,0.129285569946321,0.0149201807247676,0.0149201807247676,0.144205750671089
"1096","MTHFD Methylenetetrahydrofolate dehydrogenase- methenyltetrahydrofolate cyclohydrolase-formyltetrahydrofolate synthetase","J04031_at",1096,0.00973345317197394,0.00973345317197394,0.13435328941881,0.13435328941881,0.144086742590784
"853","Heterogeneous Nuclear Ribonucleoprotein C","HG2538-HT2634_at",853,0.0711048094575124,0.0711048094575124,-0.0728421448656201,0.0728421448656201,0.143946954323133
"7115","S100A9 S100 calcium-binding protein A9 (calgranulin B)","M21064_at",7115,-0.101619816590845,0.101619816590845,0.042212088034968,0.042212088034968,0.143831904625813
"165","Enteric smooth muscle gamma-actin gene; 5' flank and","D00654_at",165,0.137956452355091,0.137956452355091,-0.00583837719403916,0.00583837719403916,0.14379482954913
"6813","C7 segment gene extracted from Human (lambda) DNA for immunoglobin light chain","D87017_cds3_at",6813,-0.134484288880594,0.134484288880594,0.00921316654704637,0.00921316654704637,0.14369745542764
"3885","GB DEF = Hyaluronan synthase 3 (HAS3) gene; partial cds","U86409_at",3885,0.00731189240009586,0.00731189240009586,0.136358111807515,0.136358111807515,0.143670004207611
"6496","Bak protein mRNA","X84213_s_at",6496,-0.0180973239104383,0.0180973239104383,-0.125426611388743,0.125426611388743,0.143523935299182
"522","KIAA0147 gene; partial cds","D63481_at",522,-0.0383618035152966,0.0383618035152966,-0.104933364622559,0.104933364622559,0.143295168137856
"1252","INPP1 Inositol polyphosphate-1-phosphatase","L08488_at",1252,-0.0382791054075603,0.0382791054075603,0.104933364622559,0.104933364622559,0.14321247003012
"3879","GB DEF = Brain secretory protein hSec10p (HSEC10) mRNA","U85946_at",3879,0.117801282957627,0.117801282957627,-0.0251382229025558,0.0251382229025558,0.142939505860183
"6475","ERGIC-53 PROTEIN PRECURSOR","U09716_s_at",6475,0.0995945682180494,0.0995945682180494,0.0432666369388918,0.0432666369388918,0.142861205156941
"1918","PPP3CB Calcineurin B","M30773_at",1918,0.0332980579145604,0.0332980579145604,-0.109414658648296,0.109414658648296,0.142712716562856
"1574","(clone S171) mRNA","L40393_at",1574,0.0362894980667301,0.0362894980667301,0.106374461848119,0.106374461848119,0.14266395991485
"1515","INPPL1 Inositol polyphosphate phosphatase-like protein 1 (51C protein)","L36818_at",1515,0.01886108217829,0.01886108217829,-0.123441880219234,0.123441880219234,0.142302962397524
"62","mRNA","AB000115_at",62,-0.00776575929544906,0.00776575929544906,0.13435328941881,0.13435328941881,0.142119048714259
"2310","GB DEF = Pyruvate dehydrogenase complex (PDHA2) gene","M86808_at",2310,-0.0323863175520712,0.0323863175520712,-0.109414658648296,0.109414658648296,0.141800976200367
"4432","GB DEF = mRNA PCTAIRE-2 for serine/threonine protein kinase","X66360_at",4432,-0.0368155860252613,0.0368155860252613,0.104933364622559,0.104933364622559,0.141748950647821
"6710","mRNA translocon-associated protein delta subunit precursor","Z69043_s_at",6710,0.0366808947729456,0.0366808947729456,-0.104933364622559,0.104933364622559,0.141614259395505
"6962","GK Glycerol kinase","L13943_at",6962,-0.0997336214290301,0.0997336214290301,-0.0418765756358005,0.0418765756358005,0.141610197064831
"2825","GB DEF = Glutamate receptor (GluR4) mRNA","U16129_at",2825,0.0366117984370851,0.0366117984370851,0.104933364622559,0.104933364622559,0.141545163059645
"5040","Putative progesterone binding protein","Y12711_at",5040,0.11694471780409,0.11694471780409,0.0244658614472525,0.0244658614472525,0.141410579251343
"4890","Ligase-like protein gene extracted from H.sapiens mRNA for ligase like protein; X-1","X98266_cds2_at",4890,0.0363985730072428,0.0363985730072428,0.104933364622559,0.104933364622559,0.141331937629802
"4837","TPX1 Testis specific protein 1 (probe H4-1 p3-1)","X95239_at",4837,-0.0362947565008961,0.0362947565008961,0.104933364622559,0.104933364622559,0.141228121123455
"1874","CD8A CD8 antigen; alpha polypeptide (p32)","M27161_at",1874,-0.0355306446133023,0.0355306446133023,0.104933364622559,0.104933364622559,0.140464009235862
"4322","FGF1 Fibroblast growth factor 1 (acidic){alternative products}","X59065_at",4322,0.0354895370662165,0.0354895370662165,0.104933364622559,0.104933364622559,0.140422901688776
"4184","ABL1 V-abl Abelson murine leukemia viral oncogene homolog 1","X16416_at",4184,0.0155717762800642,0.0155717762800642,0.124835451298218,0.124835451298218,0.140407227578282
"4140","LIF Leukemia inhibitory factor (cholinergic differentiation factor)","X13967_at",4140,-0.0545372526033648,0.0545372526033648,0.0857910391674137,0.0857910391674137,0.140328291770779
"3765","Clone 23760 mRNA; partial cds","U79263_at",3765,-0.126183551407843,0.126183551407843,-0.0138708396429413,0.0138708396429413,0.140054391050784
"4130","MYBL2 V-myb avian myeloblastosis viral oncogene homolog-like 2","X13293_at",4130,-0.0813865433598534,0.0813865433598534,0.0582818831143703,0.0582818831143703,0.139668426474224
"2894","Cocaine and amphetamine regulated transcript CART (hCART) mRNA","U20325_at",2894,-0.0522475922805631,0.0522475922805631,0.0867411659501911,0.0867411659501911,0.138988758230754
"2698","1.1 kb mRNA upregulated in retinoic acid treated HL-60 neutrophilic cells","U09196_at",2698,-0.0876432518255996,0.0876432518255996,0.0512560961859767,0.0512560961859767,0.138899348011576
"2929","Mitochondrial serine hydroxymethyltransferase gene; nuclear encoded mitochondrion protein","U23143_at",2929,0.0385630551741531,0.0385630551741531,0.100154482471744,0.100154482471744,0.138717537645898
"3327","BRCA2 region; mRNA sequence CG003","U50534_at",3327,0.061810316787344,0.061810316787344,0.07679425377272,0.07679425377272,0.138604570560064
"3981","Uncoupling protein homolog (UCPH) mRNA","U94592_at",3981,-0.0331822669539687,0.0331822669539687,-0.104933364622559,0.104933364622559,0.138115631576528
"1229","EHHADH Enyol-coA: hydratase 3-hydroxyacyl-coA dehydrogenase","L07077_at",1229,-0.020461799781598,0.020461799781598,0.117254411780241,0.117254411780241,0.137716211561839
"4658","HCG V mRNA","X81003_at",4658,0.13485053694654,0.13485053694654,-0.00275069076799468,0.00275069076799468,0.137601227714534
"929","Ccaat Displacement Protein; Cut Homolog; Alt. Splice 1","HG3548-HT3749_at",929,0.120974030405497,0.120974030405497,0.0165684766230713,0.0165684766230713,0.137542507028569
"3134","Retinoid X receptor-gamma mRNA","U38480_at",3134,0.105212074399559,0.105212074399559,0.0321869699723512,0.0321869699723512,0.13739904437191
"6553","Origin recognition complex 1 (HsORC1) mRNA","U40152_s_at",6553,0.0284226978397614,0.0284226978397614,-0.108741247387927,0.108741247387927,0.137163945227689
"2270","GABRB3 Gamma-aminobutyric acid (GABA) A receptor; beta 3","M82919_at",2270,0.0320365241407317,0.0320365241407317,0.104933364622559,0.104933364622559,0.136969888763291
"4518","Humig mRNA","X72755_at",4518,-0.031947028090177,0.031947028090177,0.104933364622559,0.104933364622559,0.136880392712736
"3663","B-cell receptor associated protein (hBAP) mRNA; partial cds","U72511_at",3663,0.0318113438966589,0.0318113438966589,-0.104933364622559,0.104933364622559,0.136744708519218
"1840","ADRENODOXIN PRECURSOR","M23668_at",1840,-0.0315115913977505,0.0315115913977505,0.104933364622559,0.104933364622559,0.13644495602031
"2135","PLN Phospholamban","M63603_at",2135,0.0414962973580943,0.0414962973580943,-0.0948634899545365,0.0948634899545365,0.136359787312631
"6234","UQCRB Ubiquinol-cytochrome c reductase binding protein","M22348_s_at",6234,0.00712988672478191,0.00712988672478191,0.129165362388661,0.129165362388661,0.136295249113443
"6365","Pmel 17 mRNA","M77348_rna1_s_at",6365,-0.0404570776035548,0.0404570776035548,-0.0948634899545365,0.0948634899545365,0.135320567558091
"4649","ERK3 protein kinase mRNA","X80692_at",4649,-0.105312240423076,0.105312240423076,-0.0298540717013266,0.0298540717013266,0.135166312124402
"5959","TOP1 DNA topoisomerase I","U07806_s_at",5959,0.0256609986703439,0.0256609986703439,0.109414658648296,0.109414658648296,0.13507565731864
"1469","Zinc finger protein mRNA; 3' end","L32164_at",1469,0.109514317289418,0.109514317289418,0.0254721340134927,0.0254721340134927,0.134986451302911
"5834","Split Gene 1 Enhancer; Tup1-Like","HG3319-HT3496_s_at",5834,0.00451342965669266,0.00451342965669266,0.130362336435415,0.130362336435415,0.134875766092107
"6911","Clone 61501 defective mariner transposon Hsmar2 mRNA sequence","U92027_at",6911,0.029779265494855,0.029779265494855,0.104933364622559,0.104933364622559,0.134712630117414
"2879","Epstein-Barr virus-induced protein mRNA","U19261_at",2879,-0.0904610095600044,0.0904610095600044,-0.0441162636769162,0.0441162636769162,0.134577273236921
"5880","Protein Kinase Pitslre; Alpha; Alt. Splice 2-1","HG4120-HT4392_s_at",5880,0.089512266574767,0.089512266574767,0.0449466574975495,0.0449466574975495,0.134458924072317
"2972","Protein-tyrosine phosphatase mRNA","U27193_at",2972,0.0294769900123603,0.0294769900123603,0.104933364622559,0.104933364622559,0.13441035463492
"1964","MX1 Myxovirus (influenza) resistance 1; homolog of murine (interferon-inducible protein p78)","M33882_at",1964,-0.0893017806618901,0.0893017806618901,0.0449466574975495,0.0449466574975495,0.13424843815944
"6159","A2M Alpha-2-macroglobulin","M11313_s_at",6159,-0.0291913681633268,0.0291913681633268,0.104933364622559,0.104933364622559,0.134124732785886
"3909","Unknown gene extracted from Human HLA class III region containing NOTCH4 gene; partial sequence; homeobox PBX2 (HPBX) gene; receptor for advanced glycosylation end products (RAGE) gene; and 6 unidentified cds; complete sequence","U89336_cds1_at",3909,0.029155999701211,0.029155999701211,-0.104933364622559,0.104933364622559,0.13408936432377
"5790","Clathrin; Light Polypeptide B; Alt. Splice 2","HG2797-HT2906_s_at",5790,-0.0337162657772517,0.0337162657772517,0.100355217096552,0.100355217096552,0.134071482873804
"393","HYPOTHETICAL MYELOID CELL LINE PROTEIN 7","D38491_at",393,-0.0278908141990352,0.0278908141990352,-0.105974790312584,0.105974790312584,0.13386560451162
"101","Metabotropic glutamate receptor 8 mRNA","AC000099_at",101,0.0228916233710464,0.0228916233710464,0.110680446269119,0.110680446269119,0.133572069640166
"3994","Nedd-4-like ubiquitin-protein ligase WWP2 mRNA","U96114_at",3994,-0.096806630992276,0.096806630992276,-0.0366175101393671,0.0366175101393671,0.133424141131643
"5639","MacMarcks mRNA","X89109_s_at",5639,0.0547899053212821,0.0547899053212821,0.0781002162660463,0.0781002162660463,0.132890121587328
"106","GB DEF = PAC clone DJ525N14 from Xq23; complete sequence","AC002086_at",106,-0.0277446198954233,0.0277446198954233,0.104933364622559,0.104933364622559,0.132677984517983
"1861","SECRETOGRANIN II PRECURSOR","M25756_at",1861,0.0640651847227736,0.0640651847227736,-0.0684402266285928,0.0684402266285928,0.132505411351366
"6333","WT1 Wilms tumor 1","X69950_s_at",6333,-0.102594338950802,0.102594338950802,0.0298540717013266,0.0298540717013266,0.132448410652129
"5565","Osteoblast specific factor 2 (OSF-2os)","D13666_s_at",5565,-0.0274002471123162,0.0274002471123162,0.104933364622559,0.104933364622559,0.132333611734876
"1744","C-yes-1 mRNA","M15990_at",1744,-0.102279512403724,0.102279512403724,-0.0298540717013266,0.0298540717013266,0.13213358410505
"6720","POU5F1 Octamer binding protein 3","Z11899_s_at",6720,-0.072964705939405,0.072964705939405,0.0591312395989083,0.0591312395989083,0.132095945538313
"2783","TATA-binding protein associated factor 30 kDa subunit (tafII30) mRNA","U13991_at",2783,-0.00323180876608365,0.00323180876608365,0.127937164663057,0.127937164663057,0.131168973429141
"4864","Sec23B isoform; 2450bp","X97065_at",4864,0.0821325634923123,0.0821325634923123,-0.0489848731028706,0.0489848731028706,0.131117436595183
"6540","GB DEF = Adenosine kinase mRNA","U33936_s_at",6540,0.0820745497890574,0.0820745497890574,-0.0489922445291334,0.0489922445291334,0.131066794318191
"3771","Clone 23720 mRNA sequence","U79272_at",3771,0.0214631530745127,0.0214631530745127,-0.109414658648296,0.109414658648296,0.130877811722808
"1397","SLC10A1 Na/taurocholate cotransporting polypeptide","L21893_at",1397,-0.115350602337072,0.115350602337072,0.0148483923587868,0.0148483923587868,0.130198994695859
"5551","FPRL2 Formyl peptide receptor-like 2","D10922_s_at",5551,0.0251078737240927,0.0251078737240927,0.104933364622559,0.104933364622559,0.130041238346652
"7056","Cytochrome P-450 4 gene","L00389_f_at",7056,0.0282354408453281,0.0282354408453281,-0.101775558415803,0.101775558415803,0.130010999261131
"2952","GB DEF = Chromosome 17q21 mRNA clone 1046:1-1","U25750_at",2952,-0.012618777800419,0.012618777800419,0.117254411780241,0.117254411780241,0.12987318958066
"6278","Insulin-like growth factor binding protein (hIGFBP1) gene","M74587_rna1_s_at",6278,0.0875852727084857,0.0875852727084857,0.042212088034968,0.042212088034968,0.129797360743454
"1107","IL7 Interleukin 7","J04156_at",1107,0.024510496499722,0.024510496499722,0.104933364622559,0.104933364622559,0.129443861122281
"5248","HHR23A protein","D21235_at",5248,0.0844335067464919,0.0844335067464919,-0.0449466574975495,0.0449466574975495,0.129380164244041
"6845","Metallothionein-If gene (hMT-If)","M10943_at",6845,-0.024368309287301,0.024368309287301,0.104933364622559,0.104933364622559,0.12930167390986
"6528","CREB-RP (creb-rp) mRNA","U31903_s_at",6528,0.0266542229400382,0.0266542229400382,-0.102314806158389,0.102314806158389,0.128969029098427
"5993","FGF2 Fibroblast growth factor 2 (basic)","M27968_s_at",5993,0.0238211870634131,0.0238211870634131,0.104933364622559,0.104933364622559,0.128754551685973
"4920","GB DEF = XIAP associated factor-1","X99699_at",4920,-0.060842907202628,0.060842907202628,-0.0677981683182396,0.0677981683182396,0.128641075520868
"4783","An acute myeloid leukaemia protein (1793bp)","X90978_at",4783,-0.0204343250160947,0.0204343250160947,-0.107885001319354,0.107885001319354,0.128319326335449
"5763","CTH Cystathionase (cystathionine gamma-lyase)","S52028_s_at",5763,-0.0233758044006815,0.0233758044006815,0.104933364622559,0.104933364622559,0.128309169023241
"4415","OXTR Oxytocin receptor","X64878_at",4415,-0.0741626154075642,0.0741626154075642,-0.0538756819862697,0.0538756819862697,0.128038297393834
"2132","PPIB Peptidylprolyl isomerase B (cyclophilin B)","M63573_at",2132,0.0699571825593242,0.0699571825593242,-0.058025885318566,0.058025885318566,0.12798306787789
"1173","C1QB Complement component 1; q subcomponent; beta polypeptide","K03430_at",1173,0.0995815239560893,0.0995815239560893,-0.0283137328576459,0.0283137328576459,0.127895256813735
"5487","GRM4 Glutamate receptor; metabotropic 4","X80818_at",5487,-0.120810919367109,0.120810919367109,0.0064122328714418,0.0064122328714418,0.127223152238551
"429","KIAA0096 gene; partial cds","D43636_at",429,0.093464326647485,0.093464326647485,-0.0337315124315288,0.0337315124315288,0.127195839079014
"4056","Skeletal muscle 1.3 kb mRNA for tropomyosin","X04201_at",4056,0.0660662736445152,0.0660662736445152,0.0609393686772609,0.0609393686772609,0.127005642321776
"1756","AHSG Alpha-2-HS-glycoprotein alpha and beta chain","M16961_at",1756,0.0493570143491766,0.0493570143491766,0.0775416045403312,0.0775416045403312,0.126898618889508
"93","PKU-alpha; partial cds","AB004884_at",93,0.0250151797992454,0.0250151797992454,0.101484329443508,0.101484329443508,0.126499509242754
"2064","GB DEF = MHC class III HSP70-HOM gene (HLA)","M59829_at",2064,0.0225198079300864,0.0225198079300864,0.103460039888435,0.103460039888435,0.125979847818521
